CPU_ALL,CPU Total ,User%,Sys%,Wait%,Idle%,CPUs,
CPU011,CPU Total ,User%,Sys%,Wait%,Idle%,
CPU010,CPU Total ,User%,Sys%,Wait%,Idle%,
CPU09,CPU Total ,User%,Sys%,Wait%,Idle%,
CPU08,CPU Total ,User%,Sys%,Wait%,Idle%,
CPU07,CPU Total ,User%,Sys%,Wait%,Idle%,
CPU06,CPU Total ,User%,Sys%,Wait%,Idle%,
CPU05,CPU Total ,User%,Sys%,Wait%,Idle%,
CPU04,CPU Total ,User%,Sys%,Wait%,Idle%,
CPU03,CPU Total ,User%,Sys%,Wait%,Idle%,
CPU02,CPU Total ,User%,Sys%,Wait%,Idle%,
CPU01,CPU Total ,User%,Sys%,Wait%,Idle%,
CPU00,CPU Total ,User%,Sys%,Wait%,Idle%,
DISKBUSY,Disk %Busy ,hdisk1,hdisk99,hdisk0,
DISKREAD,Disk Read 512 bytes per sec ,hdisk1,hdisk99,hdisk0,
DISKWRITE,Disk Write 512 bytes per sec ,hdisk1,hdisk99,hdisk0,
DISKXFER,Disk transfers per second ,hdisk1,hdisk99,hdisk0,
DISKSERV,Disk Avg service time/transfer ,hdisk1,hdisk99,hdisk0,
DISKWAIT,Average wait queue time for read/write transfers,hdisk1,hdisk99,hdisk0,
MEMREAL,Real Memory Statistics,Size 4k pages,free frames 4k,%pinned,%comp,%noncomp,%client,
MEMVIRT,PgSp / Virtual Memory Statistics,PageSpace,%free,%used,pagein,pageout,pgspgin,pgspgout,sio,totfaults,steal,
PROC,Processes ,Runnable,Swap-in,pswitch,syscall,read,write,fork,exec,loadavg,utilavg,numprocs,
LAN,LAN Interfaces Statistics,ent0/kbytesout,ent2/kbytesout,ent1/kbytesout,ent0/kbytesin,ent2/kbytesin,ent1/kbytesin,ent0/framesout,ent2/framesout,ent1/framesout,ent0/framesin,ent2/framesin,ent1/framesin,ent0/recvdrops,ent2/recvdrops,ent1/recvdrops,
IP,IP Statistics for network interface,lo0/ipacket,en2/ipacket,en1/ipacket,en0/ipacket,lo0/opacket,en2/opacket,en1/opacket,en0/opacket,lo0/ioctet_kb,en2/ioctet_kb,en1/ioctet_kb,en0/ioctet_kb,lo0/ooctet_kb,en2/ooctet_kb,en1/ooctet_kb,en0/ooctet_kb,
TCPUDP,IP Protocol statistics,TCPSendTot,TCPRcvTot,UDPSnddgrm,UDPRcvdgrm,
FILE,File I/O ,iget,namei,dirblk,readch,writech,
JFSFILE,JFS Filespace %Used,/,/home,/usr,/var,/tmp,/opt,
JFSINODE,JFS Inode %Used,/,/home,/usr,/var,/tmp,opt,
LPAR,LPAR Stats,PhysicalCPU,VirtualCPUs,LogicalCPUs,poolCPUS,entitled,weight,poolIdle,UsedAllCPU%,UsedPoolCPU%,SharedCPU,
ZZZZ,T0001,00:08:45,29-Sep-2019,,
CPU_ALL,T0001,2.75,2.67,0.00,94.57,12.00,
CPU011,T0001,0.00,1.83,0.00,98.17,
CPU010,T0001,0.00,1.75,0.00,98.25,
CPU09,T0001,0.00,1.98,0.00,98.02,
CPU08,T0001,10.27,44.08,0.00,45.66,
CPU07,T0001,0.00,1.88,0.00,98.12,
CPU06,T0001,0.00,2.04,0.00,97.96,
CPU05,T0001,0.00,2.23,0.00,97.77,
CPU04,T0001,4.97,45.61,0.01,49.41,
